timestamp,open,high,low,close,adjusted_close,volume,dividend_amount,split_coefficient,RSI,SMA,EMA,Real Lower Band,Real Middle Band,Real Upper Band
2019-10-11,23.7000,23.8150,22.6200,23.0300,23.0300,72066423,0.0000,1.0000,43.3241,25.6795,24.4912,21.8595,24.0850,26.3105
2019-10-10,25.3200,25.4000,24.3550,24.4300,24.4300,34537400,0.0000,1.0000,48.5506,25.7279,24.7348,21.8667,24.0875,26.3083
2019-10-09,25.4500,25.8300,24.7600,25.3600,25.3600,29707100,0.0000,1.0000,52.4538,25.7111,24.7856,21.8068,24.0385,26.2702
2019-10-08,25.2000,26.2700,24.9300,26.2400,26.2400,49288500,0.0000,1.0000,56.4408,25.6507,24.6898,21.8237,23.9715,26.1193
2019-10-07,24.4200,24.6800,23.7600,24.2700,24.2700,29011400,0.0000,1.0000,48.2669,25.5625,24.4315,21.9856,23.8795,25.7734
2019-10-04,25.2500,25.2700,24.0500,24.0900,24.0900,29695700,0.0000,1.0000,47.4299,25.5099,24.4584,21.9853,23.8900,25.7947
2019-10-03,26.3600,27.1000,25.4300,25.4400,25.4400,48886800,0.0000,1.0000,53.4525,25.4721,24.5198,21.9840,23.9215,25.8590
2019-10-02,25.4800,26.7600,25.4700,26.4500,26.4500,82295600,0.0000,1.0000,58.6240,25.3941,24.3664,21.9808,23.9230,25.8652
2019-10-01,23.1300,24.8000,23.0500,24.7900,24.7900,47056000,0.0000,1.0000,51.4563,25.3071,24.0192,21.9808,23.9230,25.8652
2019-09-30,24.1800,24.2100,23.4800,23.7400,23.7400,23926000,0.0000,1.0000,45.9576,25.2695,23.8907,21.4195,24.0930,26.7665
2019-09-27,23.5100,25.1150,23.3800,24.4600,24.4600,54075100,0.0000,1.0000,49.5299,25.2623,23.9158,21.3053,24.2560,27.2067
2019-09-26,23.5500,24.2600,23.5300,23.8100,23.8100,31334900,0.0000,1.0000,46.0119,25.2354,23.8251,21.2153,24.3755,27.5357
2019-09-25,24.1000,24.9700,23.4000,23.6100,23.6100,42742200,0.0000,1.0000,44.9149,25.2264,23.8276,21.0643,24.5860,28.1077
2019-09-24,22.5200,24.3400,22.4500,24.1600,24.1600,63616300,0.0000,1.0000,47.3730,25.2098,23.8639,20.9286,24.8390,28.7494
2019-09-23,23.3800,23.4400,22.7000,23.0900,23.0900,23026700,0.0000,1.0000,41.5991,25.1808,23.8145,20.8922,25.0360,29.1798
2019-09-20,21.9200,23.4800,21.8300,23.2900,23.2900,37783200,0.0000,1.0000,42.4067,25.1750,23.9353,20.9536,25.3295,29.7054
2019-09-19,22.2500,22.3150,21.8000,22.1500,22.1500,32900400,0.0000,1.0000,35.8116,25.1726,24.0428,21.1757,25.4525,29.7293
2019-09-18,23.1000,23.6920,22.5000,22.5600,22.5600,52001400,0.0000,1.0000,37.2355,25.2008,24.3583,21.6081,25.6100,29.6119
2019-09-17,23.4900,23.7300,23.2900,23.3100,23.3100,25119300,0.0000,1.0000,39.9326,25.2356,24.6580,22.0453,25.8120,29.5787
2019-09-16,23.6000,23.6700,23.0100,23.4200,23.4200,27943700,0.0000,1.0000,40.3305,25.2540,24.8827,22.3580,25.9455,29.5330
2019-09-13,23.1600,23.3300,22.8200,23.0800,23.0800,32599400,0.0000,1.0000,38.5740,25.2572,25.1265,22.6759,26.1760,29.6761
2019-09-12,23.5700,23.9000,23.1700,23.4500,23.4500,42894500,0.0000,1.0000,39.7566,25.2658,25.4676,22.9925,26.5055,30.0185
2019-09-11,24.3700,24.4600,23.8600,24.0200,24.0200,33546900,0.0000,1.0000,41.5802,25.2698,25.8038,23.2344,26.8562,30.4781
2019-09-10,24.8200,25.1800,24.3400,24.4000,24.4000,29914300,0.0000,1.0000,42.7953,25.2806,26.1011,23.6116,26.9932,30.3749
2019-09-09,24.2700,25.1400,24.2200,24.4800,24.4800,31222800,0.0000,1.0000,43.0412,25.3126,26.3846,23.9607,27.2177,30.4748
2019-09-06,25.1400,25.3150,24.6000,24.7200,24.7200,30572400,0.0000,1.0000,43.7413,25.3514,26.7021,24.3293,27.3402,30.3512
2019-09-05,25.7900,25.8500,25.1500,25.4700,25.4700,41505400,0.0000,1.0000,45.9083,25.3938,27.0324,24.5665,27.4033,30.2400
2019-09-04,27.0900,27.5900,26.4300,26.4500,26.4500,36519400,0.0000,1.0000,48.8444,25.4254,27.2928,24.8158,27.5108,30.2057
2019-09-03,28.0000,28.4500,27.5200,28.1900,28.1900,36008600,0.0000,1.0000,54.6016,25.4240,27.4333,24.9114,27.5623,30.2131
2019-08-30,26.3000,27.6400,26.3000,27.0000,27.0000,28083200,0.0000,1.0000,50.9284,25.3926,27.3072,24.8719,27.6177,30.3636
2019-08-29,27.1800,27.4400,26.5800,26.8500,26.8500,28701900,0.0000,1.0000,50.4592,25.3728,27.3584,24.6851,27.5507,30.4164
2019-08-28,29.3300,29.7500,28.0000,28.0200,28.0200,27948900,0.0000,1.0000,54.2134,25.3544,27.4431,24.4846,27.4807,30.4769
2019-08-27,27.6300,29.3900,27.5400,28.6700,28.6700,26604000,0.0000,1.0000,56.3771,25.3304,27.3470,23.8314,27.2592,30.6871
2019-08-26,27.5300,28.9700,27.4400,28.1000,28.1000,32347300,0.0000,1.0000,54.9118,25.2976,27.1265,22.9689,26.9427,30.9166
2019-08-23,26.6300,29.4600,25.4600,28.9600,28.9600,77651100,0.0000,1.0000,57.6237,25.2820,26.9642,22.1172,26.6292,31.1413
2019-08-22,25.0900,26.4600,25.0750,25.7500,25.7500,31135400,0.0000,1.0000,48.8721,25.2550,26.6316,21.3935,26.2632,31.1330
2019-08-21,25.5300,25.7300,25.2500,25.3000,25.3000,28489800,0.0000,1.0000,47.4596,25.2956,26.7785,20.9052,26.0857,31.2663
2019-08-20,26.2600,26.7900,26.0100,26.6000,26.6000,27497700,0.0000,1.0000,51.2583,25.3478,27.0249,20.3565,25.8977,31.4390
2019-08-19,26.8500,26.9970,25.8800,25.9800,25.9800,28361700,0.0000,1.0000,49.4671,25.3730,27.0957,19.9031,25.6727,31.4424
