timestamp,open,high,low,close,adjusted_close,volume,dividend_amount,split_coefficient,RSI,SMA,EMA,Real Lower Band,Real Middle Band,Real Upper Band
2019-10-11,232.9500,237.6400,232.3075,236.2100,236.2100,39216958,0.0000,1.0000,69.7304,213.9342,225.7063,213.7031,222.9170,232.1309
2019-10-10,227.9300,230.4400,227.3000,230.0900,230.0900,28253400,0.0000,1.0000,64.3321,213.3786,223.9557,214.9744,222.0440,229.1136
2019-10-09,227.0300,227.7900,225.6400,227.0300,227.0300,18692600,0.0000,1.0000,61.1122,213.0376,222.9333,215.6310,221.6940,227.7570
2019-10-08,225.8200,228.0600,224.3300,224.4000,224.4000,27955000,0.0000,1.0000,58.0929,212.6726,222.2505,215.8948,221.5220,227.1492
2019-10-07,226.2700,229.9300,225.8400,227.0600,227.0600,30576500,0.0000,1.0000,62.6621,212.3782,221.8923,215.3003,221.1370,226.9737
2019-10-04,225.6400,227.4900,223.8900,227.0100,227.0100,34619700,0.0000,1.0000,62.6107,211.9918,221.0310,214.5683,220.4925,226.4167
2019-10-03,218.4300,220.9600,215.1300,220.8200,220.8200,28606500,0.0000,1.0000,55.5929,211.5920,220.0345,213.8744,219.8050,225.7356
2019-10-02,223.0600,223.5800,217.9300,218.9600,218.9600,34612300,0.0000,1.0000,53.1387,211.3490,219.9036,212.8772,219.4280,225.9788
2019-10-01,225.0700,228.2200,224.2000,224.5900,224.5900,34805800,0.0000,1.0000,62.9109,211.1466,220.0609,211.0099,218.9395,226.8691
2019-09-30,220.9000,224.5800,220.7900,223.9700,223.9700,25977400,0.0000,1.0000,62.2001,210.7992,219.3060,208.6152,217.9950,227.3748
2019-09-27,220.5400,220.9600,217.2800,218.8200,218.8200,25352000,0.0000,1.0000,55.6428,210.3716,218.5287,207.4533,217.2335,227.0137
2019-09-26,220.0000,220.9400,218.8300,219.8900,219.8900,18833500,0.0000,1.0000,57.5695,210.1084,218.4801,206.3646,216.7430,227.1214
2019-09-25,218.5500,221.5000,217.1400,221.0300,221.0300,21903400,0.0000,1.0000,59.6116,209.7776,218.2451,204.6753,216.0250,227.3747
2019-09-24,221.0300,222.4900,217.1900,217.6800,217.6800,31190800,0.0000,1.0000,55.2834,209.4470,217.7810,202.9702,215.1815,227.3927
2019-09-23,218.9500,219.8400,217.6500,218.7200,218.7200,19165500,0.0000,1.0000,57.0457,209.1976,217.7978,201.9050,214.6220,227.3390
2019-09-20,221.3800,222.5600,217.4700,217.7300,217.7300,55413100,0.0000,1.0000,55.8003,208.8892,217.6441,200.2352,213.8180,227.4008
2019-09-19,222.0100,223.7600,220.3700,220.9600,220.9600,22060600,0.0000,1.0000,61.1738,208.5696,217.6298,200.0815,213.5545,227.0275
2019-09-18,221.0600,222.8500,219.4400,222.7700,222.7700,25340000,0.0000,1.0000,64.4009,208.2150,217.0748,200.0990,213.1385,226.1780
2019-09-17,219.9600,220.8200,219.1200,220.7000,220.7000,18318700,0.0000,1.0000,62.2882,207.7844,216.1256,200.2103,212.5180,224.8257
2019-09-16,217.7300,220.1300,217.5600,219.9000,219.9000,21158100,0.0000,1.0000,61.4676,207.3708,215.3632,200.2549,212.0005,223.7461
2019-09-13,220.0000,220.7900,217.0200,218.7500,218.7500,39763300,0.0000,1.0000,60.3149,207.0574,214.6070,199.9404,211.3305,222.7206
2019-09-12,224.8000,226.4200,222.8600,223.0900,223.0900,32226700,0.0000,1.0000,67.3784,206.7706,213.9165,198.8944,210.4800,222.0656
2019-09-11,218.0700,223.7100,217.7300,223.5900,223.5900,44289600,0.0000,1.0000,68.2333,206.3634,212.3876,198.9636,209.4630,219.9624
2019-09-10,213.8600,216.7800,211.7100,216.7000,216.7000,31777900,0.0000,1.0000,62.0767,205.9226,210.5205,200.4716,208.7320,216.9924
2019-09-09,214.8400,216.4400,211.0700,214.1700,214.1700,27309400,0.0000,1.0000,59.3933,205.5470,209.4906,199.7647,207.9210,216.0773
2019-09-06,214.0500,214.4200,212.5100,213.2600,213.2600,19362300,0.0000,1.0000,58.4105,205.2584,208.7107,199.1020,207.2620,215.4220
2019-09-05,212.0000,213.9700,211.5100,213.2800,213.2800,23913700,0.0000,1.0000,58.4393,204.9892,207.9525,198.9372,206.7705,214.6038
2019-09-04,208.3900,209.4800,207.3200,209.1900,209.1900,19188100,0.0000,1.0000,54.1350,204.6350,207.0646,198.1332,206.0585,213.9838
2019-09-03,206.4300,206.9800,204.2200,205.7000,205.7000,20023000,0.0000,1.0000,50.0348,204.4228,206.7104,196.7441,205.4490,214.1539
2019-08-30,210.1600,210.4500,207.2000,208.7400,208.7400,21143400,0.0000,1.0000,53.9347,204.2844,206.8788,194.6546,204.8310,215.0074
